period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2026-03-09,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,Mountain,Mountain,6398,megawatthours
2026-03-09,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,Pacific,Pacific,6379,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,D,Demand,Arizona,Arizona,258989,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,D,Demand,Central,Central,258558,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,D,Demand,Eastern,Eastern,258319,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,D,Demand,Mountain,Mountain,258783,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,D,Demand,Pacific,Pacific,258989,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Arizona,Arizona,264635,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Central,Central,263898,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Eastern,Eastern,263463,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Mountain,Mountain,264275,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,Pacific,Pacific,264635,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,NG,Net generation,Arizona,Arizona,285250,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,NG,Net generation,Central,Central,285250,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,NG,Net generation,Eastern,Eastern,284821,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,NG,Net generation,Mountain,Mountain,285250,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,NG,Net generation,Pacific,Pacific,285250,megawatthours
2026-03-09,DUK,Duke Energy Carolinas,TI,Total interchange,Eastern,Eastern,26502,megawatthours
2026-03-09,EPE,El Paso Electric Company,D,Demand,Arizona,Arizona,20140,megawatthours
2026-03-09,EPE,El Paso Electric Company,D,Demand,Central,Central,20068,megawatthours
2026-03-09,EPE,El Paso Electric Company,D,Demand,Eastern,Eastern,20012,megawatthours
2026-03-09,EPE,El Paso Electric Company,D,Demand,Mountain,Mountain,20113,megawatthours
2026-03-09,EPE,El Paso Electric Company,D,Demand,Pacific,Pacific,20140,megawatthours
2026-03-09,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Arizona,Arizona,19780,megawatthours
2026-03-09,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Central,Central,19697,megawatthours
2026-03-09,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Eastern,Eastern,19643,megawatthours
2026-03-09,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Mountain,Mountain,19741,megawatthours
2026-03-09,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,Pacific,Pacific,19780,megawatthours
2026-03-09,EPE,El Paso Electric Company,NG,Net generation,Arizona,Arizona,14358,megawatthours
2026-03-09,EPE,El Paso Electric Company,NG,Net generation,Central,Central,14354,megawatthours
2026-03-09,EPE,El Paso Electric Company,NG,Net generation,Eastern,Eastern,14389,megawatthours
2026-03-09,EPE,El Paso Electric Company,NG,Net generation,Mountain,Mountain,14354,megawatthours
2026-03-09,EPE,El Paso Electric Company,NG,Net generation,Pacific,Pacific,14358,megawatthours
2026-03-09,EPE,El Paso Electric Company,TI,Total interchange,Arizona,Arizona,-5793,megawatthours
2026-03-09,EPE,El Paso Electric Company,TI,Total interchange,Central,Central,-5725,megawatthours
2026-03-09,EPE,El Paso Electric Company,TI,Total interchange,Eastern,Eastern,-5634,megawatthours
2026-03-09,EPE,El Paso Electric Company,TI,Total interchange,Mountain,Mountain,-5770,megawatthours
2026-03-09,EPE,El Paso Electric Company,TI,Total interchange,Pacific,Pacific,-5793,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1236924,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1230209,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1224975,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1233763,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1236924,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1256766,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1250635,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1247350,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1253968,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1256766,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1233314,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1226031,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1220808,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1233314,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1233314,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-4171,megawatthours
2026-03-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-4160,megawatthours
2026-03-09,FLA,Florida,D,Demand,Arizona,Arizona,716132,megawatthours
2026-03-09,FLA,Florida,D,Demand,Central,Central,714792,megawatthours
2026-03-09,FLA,Florida,D,Demand,Eastern,Eastern,713948,megawatthours
2026-03-09,FLA,Florida,D,Demand,Mountain,Mountain,715564,megawatthours
2026-03-09,FLA,Florida,D,Demand,Pacific,Pacific,716132,megawatthours
2026-03-09,FLA,Florida,DF,Day-ahead demand forecast,Arizona,Arizona,267405,megawatthours
2026-03-09,FLA,Florida,DF,Day-ahead demand forecast,Central,Central,266980,megawatthours
2026-03-09,FLA,Florida,DF,Day-ahead demand forecast,Eastern,Eastern,266837,megawatthours
2026-03-09,FLA,Florida,DF,Day-ahead demand forecast,Mountain,Mountain,267216,megawatthours
2026-03-09,FLA,Florida,DF,Day-ahead demand forecast,Pacific,Pacific,267405,megawatthours
2026-03-09,FLA,Florida,NG,Net generation,Arizona,Arizona,701141,megawatthours
2026-03-09,FLA,Florida,NG,Net generation,Central,Central,701141,megawatthours
2026-03-09,FLA,Florida,NG,Net generation,Eastern,Eastern,697557,megawatthours
2026-03-09,FLA,Florida,NG,Net generation,Mountain,Mountain,701141,megawatthours
2026-03-09,FLA,Florida,NG,Net generation,Pacific,Pacific,701141,megawatthours
2026-03-09,FLA,Florida,TI,Total interchange,Eastern,Eastern,-16185,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,D,Demand,Arizona,Arizona,52341,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,D,Demand,Central,Central,52251,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,D,Demand,Eastern,Eastern,52193,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,D,Demand,Mountain,Mountain,52293,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,D,Demand,Pacific,Pacific,52341,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Arizona,Arizona,36432,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Central,Central,36381,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Eastern,Eastern,36337,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Mountain,Mountain,36414,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,Pacific,Pacific,36432,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,NG,Net generation,Arizona,Arizona,47792,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,NG,Net generation,Central,Central,47792,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,NG,Net generation,Eastern,Eastern,47555,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,NG,Net generation,Mountain,Mountain,47792,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,NG,Net generation,Pacific,Pacific,47792,megawatthours
2026-03-09,FMPP,Florida Municipal Power Pool,TI,Total interchange,Eastern,Eastern,-4638,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",D,Demand,Arizona,Arizona,156404,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",D,Demand,Central,Central,156421,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",D,Demand,Eastern,Eastern,156403,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",D,Demand,Mountain,Mountain,156437,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",D,Demand,Pacific,Pacific,156404,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,116056,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Central,Central,116090,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,116149,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,116060,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,116056,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Arizona,Arizona,124214,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Central,Central,124214,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Eastern,Eastern,123403,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Mountain,Mountain,124214,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",NG,Net generation,Pacific,Pacific,124214,megawatthours
2026-03-09,FPC,"Duke Energy Florida, Inc.",TI,Total interchange,Eastern,Eastern,-33000,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,D,Demand,Arizona,Arizona,390617,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,D,Demand,Central,Central,389521,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,D,Demand,Eastern,Eastern,388882,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,D,Demand,Mountain,Mountain,390117,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,D,Demand,Pacific,Pacific,390617,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,NG,Net generation,Arizona,Arizona,398063,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,NG,Net generation,Central,Central,398063,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,NG,Net generation,Eastern,Eastern,396112,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,NG,Net generation,Mountain,Mountain,398063,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,NG,Net generation,Pacific,Pacific,398063,megawatthours
2026-03-09,FPL,Florida Power & Light Co.,TI,Total interchange,Eastern,Eastern,7230,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Arizona,Arizona,17134,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Central,Central,17076,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Eastern,Eastern,17033,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Mountain,Mountain,17105,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,Pacific,Pacific,17134,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Arizona,Arizona,17101,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Central,Central,16997,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Eastern,Eastern,16937,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Mountain,Mountain,17050,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,Pacific,Pacific,17101,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Arizona,Arizona,29266,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Central,Central,29859,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Eastern,Eastern,29861,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Mountain,Mountain,29583,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,Pacific,Pacific,29266,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,Arizona,Arizona,13685,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,Central,Central,14338,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,Eastern,Eastern,14384,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,Mountain,Mountain,14031,megawatthours
2026-03-09,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,Pacific,Pacific,13685,megawatthours
2026-03-09,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Arizona,Arizona,36454,megawatthours
2026-03-09,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Central,Central,35162,megawatthours
2026-03-09,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Eastern,Eastern,34673,megawatthours
2026-03-09,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Mountain,Mountain,35795,megawatthours
2026-03-09,GRID,"Gridforce Energy Management, LLC",NG,Net generation,Pacific,Pacific,36454,megawatthours
2026-03-09,GRID,"Gridforce Energy Management, LLC",TI,Total interchange,Arizona,Arizona,36454,megawatthours
2026-03-09,GRID,"Gridforce Energy Management, LLC",TI,Total interchange,Pacific,Pacific,36454,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,D,Demand,Arizona,Arizona,5917,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,D,Demand,Central,Central,5927,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,D,Demand,Eastern,Eastern,5931,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,D,Demand,Mountain,Mountain,5922,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,D,Demand,Pacific,Pacific,5917,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Arizona,Arizona,5316,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Central,Central,5327,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Eastern,Eastern,5331,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Mountain,Mountain,5321,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,Pacific,Pacific,5316,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,NG,Net generation,Arizona,Arizona,4655,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,NG,Net generation,Central,Central,4655,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,NG,Net generation,Eastern,Eastern,4618,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,NG,Net generation,Mountain,Mountain,4655,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,NG,Net generation,Pacific,Pacific,4655,megawatthours
2026-03-09,GVL,Gainesville Regional Utilities,TI,Total interchange,Eastern,Eastern,-1123,megawatthours
2026-03-09,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Arizona,Arizona,542,megawatthours
2026-03-09,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Central,Central,544,megawatthours
2026-03-09,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Eastern,Eastern,544,megawatthours
2026-03-09,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Mountain,Mountain,544,megawatthours
2026-03-09,GWA,"NaturEner Power Watch, LLC",NG,Net generation,Pacific,Pacific,542,megawatthours
2026-03-09,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,Central,Central,532,megawatthours
2026-03-09,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,Eastern,Eastern,532,megawatthours
2026-03-09,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,Mountain,Mountain,533,megawatthours
2026-03-09,HST,City of Homestead,D,Demand,Arizona,Arizona,1773,megawatthours
2026-03-09,HST,City of Homestead,D,Demand,Central,Central,1775,megawatthours
2026-03-09,HST,City of Homestead,D,Demand,Eastern,Eastern,1775,megawatthours
2026-03-09,HST,City of Homestead,D,Demand,Mountain,Mountain,1774,megawatthours
2026-03-09,HST,City of Homestead,D,Demand,Pacific,Pacific,1773,megawatthours
2026-03-09,HST,City of Homestead,DF,Day-ahead demand forecast,Arizona,Arizona,1817,megawatthours
2026-03-09,HST,City of Homestead,DF,Day-ahead demand forecast,Central,Central,1811,megawatthours
2026-03-09,HST,City of Homestead,DF,Day-ahead demand forecast,Eastern,Eastern,1810,megawatthours
2026-03-09,HST,City of Homestead,DF,Day-ahead demand forecast,Mountain,Mountain,1817,megawatthours
2026-03-09,HST,City of Homestead,DF,Day-ahead demand forecast,Pacific,Pacific,1817,megawatthours
2026-03-09,HST,City of Homestead,NG,Net generation,Arizona,Arizona,0,megawatthours
2026-03-09,HST,City of Homestead,NG,Net generation,Central,Central,0,megawatthours
2026-03-09,HST,City of Homestead,NG,Net generation,Eastern,Eastern,0,megawatthours
2026-03-09,HST,City of Homestead,NG,Net generation,Mountain,Mountain,0,megawatthours
2026-03-09,HST,City of Homestead,NG,Net generation,Pacific,Pacific,0,megawatthours
2026-03-09,HST,City of Homestead,TI,Total interchange,Eastern,Eastern,-1775,megawatthours
2026-03-09,IID,Imperial Irrigation District,D,Demand,Arizona,Arizona,7782,megawatthours
2026-03-09,IID,Imperial Irrigation District,D,Demand,Central,Central,7870,megawatthours
2026-03-09,IID,Imperial Irrigation District,D,Demand,Eastern,Eastern,7902,megawatthours
2026-03-09,IID,Imperial Irrigation District,D,Demand,Mountain,Mountain,7822,megawatthours
2026-03-09,IID,Imperial Irrigation District,D,Demand,Pacific,Pacific,7782,megawatthours
2026-03-09,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Arizona,Arizona,7490,megawatthours
2026-03-09,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Central,Central,7554,megawatthours
2026-03-09,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Eastern,Eastern,7587,megawatthours
2026-03-09,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Mountain,Mountain,7520,megawatthours
2026-03-09,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,Pacific,Pacific,7490,megawatthours
2026-03-09,IID,Imperial Irrigation District,NG,Net generation,Arizona,Arizona,13899,megawatthours
2026-03-09,IID,Imperial Irrigation District,NG,Net generation,Central,Central,13906,megawatthours
2026-03-09,IID,Imperial Irrigation District,NG,Net generation,Eastern,Eastern,13853,megawatthours
2026-03-09,IID,Imperial Irrigation District,NG,Net generation,Mountain,Mountain,13880,megawatthours
2026-03-09,IID,Imperial Irrigation District,NG,Net generation,Pacific,Pacific,13899,megawatthours
2026-03-09,IID,Imperial Irrigation District,TI,Total interchange,Arizona,Arizona,6320,megawatthours
2026-03-09,IID,Imperial Irrigation District,TI,Total interchange,Central,Central,6233,megawatthours
2026-03-09,IID,Imperial Irrigation District,TI,Total interchange,Eastern,Eastern,6181,megawatthours
2026-03-09,IID,Imperial Irrigation District,TI,Total interchange,Mountain,Mountain,6253,megawatthours
2026-03-09,IID,Imperial Irrigation District,TI,Total interchange,Pacific,Pacific,6320,megawatthours
2026-03-09,IPCO,Idaho Power Company,D,Demand,Arizona,Arizona,43166,megawatthours
2026-03-09,IPCO,Idaho Power Company,D,Demand,Central,Central,42800,megawatthours
2026-03-09,IPCO,Idaho Power Company,D,Demand,Eastern,Eastern,42639,megawatthours
2026-03-09,IPCO,Idaho Power Company,D,Demand,Mountain,Mountain,42974,megawatthours
2026-03-09,IPCO,Idaho Power Company,D,Demand,Pacific,Pacific,43166,megawatthours
2026-03-09,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Arizona,Arizona,41779,megawatthours
2026-03-09,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Central,Central,41939,megawatthours
2026-03-09,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Eastern,Eastern,42061,megawatthours
2026-03-09,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Mountain,Mountain,41840,megawatthours
2026-03-09,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,Pacific,Pacific,41779,megawatthours
2026-03-09,IPCO,Idaho Power Company,NG,Net generation,Arizona,Arizona,35849,megawatthours
2026-03-09,IPCO,Idaho Power Company,NG,Net generation,Central,Central,35556,megawatthours
2026-03-09,IPCO,Idaho Power Company,NG,Net generation,Eastern,Eastern,35119,megawatthours
2026-03-09,IPCO,Idaho Power Company,NG,Net generation,Mountain,Mountain,35772,megawatthours
2026-03-09,IPCO,Idaho Power Company,NG,Net generation,Pacific,Pacific,35849,megawatthours
2026-03-09,IPCO,Idaho Power Company,TI,Total interchange,Arizona,Arizona,-7317,megawatthours
2026-03-09,IPCO,Idaho Power Company,TI,Total interchange,Central,Central,-7244,megawatthours
2026-03-09,IPCO,Idaho Power Company,TI,Total interchange,Eastern,Eastern,-7520,megawatthours
2026-03-09,IPCO,Idaho Power Company,TI,Total interchange,Mountain,Mountain,-7202,megawatthours
2026-03-09,IPCO,Idaho Power Company,TI,Total interchange,Pacific,Pacific,-7317,megawatthours
2026-03-09,ISNE,ISO New England,D,Demand,Arizona,Arizona,281788,megawatthours
2026-03-09,ISNE,ISO New England,D,Demand,Central,Central,281637,megawatthours
2026-03-09,ISNE,ISO New England,D,Demand,Eastern,Eastern,281975,megawatthours
2026-03-09,ISNE,ISO New England,D,Demand,Mountain,Mountain,281729,megawatthours
2026-03-09,ISNE,ISO New England,D,Demand,Pacific,Pacific,281788,megawatthours
2026-03-09,ISNE,ISO New England,DF,Day-ahead demand forecast,Arizona,Arizona,270180,megawatthours
2026-03-09,ISNE,ISO New England,DF,Day-ahead demand forecast,Central,Central,270170,megawatthours
2026-03-09,ISNE,ISO New England,DF,Day-ahead demand forecast,Eastern,Eastern,270260,megawatthours
2026-03-09,ISNE,ISO New England,DF,Day-ahead demand forecast,Mountain,Mountain,270160,megawatthours
2026-03-09,ISNE,ISO New England,DF,Day-ahead demand forecast,Pacific,Pacific,270180,megawatthours
2026-03-09,ISNE,ISO New England,NG,Net generation,Arizona,Arizona,260296,megawatthours
2026-03-09,ISNE,ISO New England,NG,Net generation,Central,Central,260296,megawatthours
2026-03-09,ISNE,ISO New England,NG,Net generation,Eastern,Eastern,259382,megawatthours
2026-03-09,ISNE,ISO New England,NG,Net generation,Mountain,Mountain,260296,megawatthours
2026-03-09,ISNE,ISO New England,NG,Net generation,Pacific,Pacific,260296,megawatthours
2026-03-09,ISNE,ISO New England,TI,Total interchange,Eastern,Eastern,-22593,megawatthours
2026-03-09,JEA,JEA,D,Demand,Arizona,Arizona,33801,megawatthours
2026-03-09,JEA,JEA,D,Demand,Central,Central,33750,megawatthours
2026-03-09,JEA,JEA,D,Demand,Eastern,Eastern,33704,megawatthours
2026-03-09,JEA,JEA,D,Demand,Mountain,Mountain,33777,megawatthours
2026-03-09,JEA,JEA,D,Demand,Pacific,Pacific,33801,megawatthours
2026-03-09,JEA,JEA,DF,Day-ahead demand forecast,Arizona,Arizona,35713,megawatthours
2026-03-09,JEA,JEA,DF,Day-ahead demand forecast,Central,Central,35547,megawatthours
2026-03-09,JEA,JEA,DF,Day-ahead demand forecast,Eastern,Eastern,35421,megawatthours
2026-03-09,JEA,JEA,DF,Day-ahead demand forecast,Mountain,Mountain,35636,megawatthours
2026-03-09,JEA,JEA,DF,Day-ahead demand forecast,Pacific,Pacific,35713,megawatthours
2026-03-09,JEA,JEA,NG,Net generation,Arizona,Arizona,20838,megawatthours
2026-03-09,JEA,JEA,NG,Net generation,Central,Central,20838,megawatthours
2026-03-09,JEA,JEA,NG,Net generation,Eastern,Eastern,20709,megawatthours
2026-03-09,JEA,JEA,NG,Net generation,Mountain,Mountain,20838,megawatthours
2026-03-09,JEA,JEA,NG,Net generation,Pacific,Pacific,20838,megawatthours
2026-03-09,JEA,JEA,TI,Total interchange,Eastern,Eastern,-12969,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,D,Demand,Arizona,Arizona,63390,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,D,Demand,Central,Central,64107,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,D,Demand,Eastern,Eastern,64299,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,D,Demand,Mountain,Mountain,63686,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,D,Demand,Pacific,Pacific,63390,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Arizona,Arizona,57729,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Central,Central,58068,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Eastern,Eastern,58139,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Mountain,Mountain,57916,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,Pacific,Pacific,57729,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,NG,Net generation,Arizona,Arizona,47239,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,NG,Net generation,Central,Central,47281,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,NG,Net generation,Eastern,Eastern,47156,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,NG,Net generation,Mountain,Mountain,47372,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,NG,Net generation,Pacific,Pacific,47239,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,TI,Total interchange,Arizona,Arizona,-16151,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,TI,Total interchange,Central,Central,-16826,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,TI,Total interchange,Eastern,Eastern,-17143,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,TI,Total interchange,Mountain,Mountain,-16314,megawatthours
2026-03-09,LDWP,Los Angeles Department of Water and Power,TI,Total interchange,Pacific,Pacific,-16151,megawatthours
